id,text,pos,lemma,level,sense,type
2037,བཀོད་སྒྲིག,NULL,NULL,3,NULL,1
2038,བདེན,NULL,NULL,3,NULL,1
2039,བཟོད་པ,NULL,NULL,3,NULL,1
2040,བས,NULL,NULL,3,NULL,1
2041,བསམ་སོང,NULL,NULL,3,NULL,1
2042,བསྐྱབས,NULL,NULL,3,NULL,1
2043,བསྡུ,NULL,NULL,3,NULL,1
2044,བོར,NULL,NULL,3,NULL,1
2045,བྲག,NULL,NULL,3,NULL,1
2046,མ་རྙེད,NULL,NULL,3,NULL,1
2047,མཉེན་ཆས,NULL,NULL,3,NULL,1
2048,མཐོང་ན,NULL,NULL,3,NULL,1
2049,མཚོ་འགྲམ,NULL,NULL,3,NULL,1
2050,མི་ཆོག,NULL,NULL,3,NULL,1
2051,ཚར་པ,NULL,NULL,3,NULL,1
2052,ཚུལ་ཁྲིམས,NULL,NULL,3,NULL,1
2053,ཚེ་བརྟན,NULL,NULL,3,NULL,1
2054,ཞལ,NULL,NULL,3,NULL,1
2055,འཇིགས,NULL,NULL,3,NULL,1
2056,འཕུར་བ,NULL,NULL,3,NULL,1
2057,འཕྲིན་ཡིག,NULL,NULL,3,NULL,1
2058,འབངས,NULL,NULL,3,NULL,1
2059,འབར,NULL,NULL,3,NULL,1
2060,འབྱེད,NULL,NULL,3,NULL,1
2061,འབྲོག་པ,NULL,NULL,3,NULL,1
2062,འཚམས་འདྲི,NULL,NULL,3,NULL,1
2063,འཚལ,NULL,NULL,3,NULL,1
2064,འཛོམས་པ,NULL,NULL,3,NULL,1
2065,ཡ་གི,NULL,NULL,3,NULL,1
2066,ཡ་མཚན་པ,NULL,NULL,3,NULL,1
2067,ཡོད་ད,NULL,NULL,3,NULL,1
2068,ཡོད་དམ,NULL,NULL,3,NULL,1
2069,རྐུབ་སྟེགས,NULL,NULL,3,NULL,1
2070,རྒྱབ་སྐྱོར,NULL,NULL,3,NULL,1
2071,རྒྱལ་ས,NULL,NULL,3,NULL,1
2072,རྟ་མཆོག,NULL,NULL,3,NULL,1
2073,རྟེན་འབྲེལ,NULL,NULL,3,NULL,1
2074,རྣ་བ,NULL,NULL,3,NULL,1
2075,རྩྭ་ཁང,NULL,NULL,3,NULL,1
2076,ལུགས་སྲོལ,NULL,NULL,3,NULL,1
2077,ལྷམ་བཟོ་བ,NULL,NULL,3,NULL,1
2078,ཤིན,NULL,NULL,3,NULL,1
2079,སྒྲ་གདངས,NULL,NULL,3,NULL,1
2080,སྔོན་ཆད,NULL,NULL,3,NULL,1
2081,སྤྱད,NULL,NULL,3,NULL,1
2082,སྤྱི་ཟླ,NULL,NULL,3,NULL,1
2083,སྦས,NULL,NULL,3,NULL,1
2084,ཨ་བསམ,NULL,NULL,3,NULL,1
2085,ཨ་རོགས,NULL,NULL,3,NULL,1
2086,ཀོང་ཇོ,NULL,NULL,3,NULL,1
2087,ཁེངས་པ,NULL,NULL,3,NULL,1
2088,ཁོག་པ,NULL,NULL,3,NULL,1
2089,ཁྲུང་ཁྲུང,NULL,NULL,3,NULL,1
2090,གཏོང་དགོས,NULL,NULL,3,NULL,1
2091,གདན་ས,NULL,NULL,3,NULL,1
2092,གདའ,NULL,NULL,3,NULL,1
2093,གདོང་པ,NULL,NULL,3,NULL,1
2094,གནད་དོན,NULL,NULL,3,NULL,1
2095,གནམ,NULL,NULL,3,NULL,1
2096,གཡོན,NULL,NULL,3,NULL,1
2097,གཤེད་མ,NULL,NULL,3,NULL,1
2098,ངང་པ,NULL,NULL,3,NULL,1
2099,ངང་བ,NULL,NULL,3,NULL,1
2100,ངོ་མཚར་ཅན,NULL,NULL,3,NULL,1
2101,ངོས་ལེན,NULL,NULL,3,NULL,1
2102,ཆགས་ཡ,NULL,NULL,3,NULL,1
2103,ཆུང་ཆུང་མ,NULL,NULL,3,NULL,1
2104,ཆོད་པ,NULL,NULL,3,NULL,1
2105,ཐ་མ,NULL,NULL,3,NULL,1
2106,ཐག་བཅད,NULL,NULL,3,NULL,1
2107,ཐབས་བཀོད,NULL,NULL,3,NULL,1
2108,དགེ་ཚུལ,NULL,NULL,3,NULL,1
2109,དགེ་ཚུལ་སློང,NULL,NULL,3,NULL,1
2110,དང་ཐོག,NULL,NULL,3,NULL,1
2111,དེ་མིན,NULL,NULL,3,NULL,1
2112,དེ་ལ་ཡང,NULL,NULL,3,NULL,1
2113,དྲ་ལམ,NULL,NULL,3,NULL,1
2114,དྲི,NULL,NULL,3,NULL,1
2115,ཕ་བོང,NULL,NULL,3,NULL,1
2116,ཕར་འགྲོ,NULL,NULL,3,NULL,1
2117,བཅད་པ,NULL,NULL,3,NULL,1
2118,བཅུ་གཅིག,NULL,NULL,3,NULL,1
2119,བཏུས,NULL,NULL,3,NULL,1
2120,བཞི་བརྒྱ,NULL,NULL,3,NULL,1
2121,བརྒྱབ་ཡ,NULL,NULL,3,NULL,1
2122,བརྡ,NULL,NULL,3,NULL,1
2123,བརྡུང,NULL,NULL,3,NULL,1
2124,བརླག,NULL,NULL,3,NULL,1
2125,བསྐྲུན,NULL,NULL,3,NULL,1
2126,བསྡད་ཤག,NULL,NULL,3,NULL,1
2127,བསླངས,NULL,NULL,3,NULL,1
2128,བྱམས,NULL,NULL,3,NULL,1
2129,མ་བཟོད་པ,NULL,NULL,3,NULL,1
2130,མ་འདྲ་བ,NULL,NULL,3,NULL,1
2131,མགར་སྟོང་བཙན,NULL,NULL,3,NULL,1
2132,མགོ་ཚོས,NULL,NULL,3,NULL,1
2133,མངོན,NULL,NULL,3,NULL,1
2134,མནན,NULL,NULL,3,NULL,1
2135,མཚུངས་པ,NULL,NULL,3,NULL,1
2136,མཚོ་ཁ,NULL,NULL,3,NULL,1
2137,མཛེས་སྡུག,NULL,NULL,3,NULL,1
2138,མི་རྣམས,NULL,NULL,3,NULL,1
2139,མི་ལུས,NULL,NULL,3,NULL,1
2140,མི་སྲིད,NULL,NULL,3,NULL,1
2141,མེད་སྟབས,NULL,NULL,3,NULL,1
2142,མྱངས,NULL,NULL,3,NULL,1
2143,མྱོང་མེད,NULL,NULL,3,NULL,1
2144,ཙི་གུ,NULL,NULL,3,NULL,1
2145,ཚེས་པ,NULL,NULL,3,NULL,1
2146,ཚོགས་ཁང,NULL,NULL,3,NULL,1
2147,ཚོགས་ཡ,NULL,NULL,3,NULL,1
2148,ཞག,NULL,NULL,3,NULL,1
2149,ཟོ,NULL,NULL,3,NULL,1
2150,འཁོད,NULL,NULL,3,NULL,1
2151,འགྲན,NULL,NULL,3,NULL,1
2152,འགྲོ་རྒྱུ,NULL,NULL,3,NULL,1
2153,འཆི,NULL,NULL,3,NULL,1
2154,འདི་ལ,NULL,NULL,3,NULL,1
2155,འདུག་ས,NULL,NULL,3,NULL,1
2156,འདོན་ཡ,NULL,NULL,3,NULL,1
2157,འཕེལ་རྒྱས,NULL,NULL,3,NULL,1
2158,འབུད,NULL,NULL,3,NULL,1
2159,འབོད་པ,NULL,NULL,3,NULL,1
2160,འབྲོང,NULL,NULL,3,NULL,1
2161,འཛུལ་བ,NULL,NULL,3,NULL,1
2162,འུར,NULL,NULL,3,NULL,1
2163,འོ་ད,NULL,NULL,3,NULL,1
2164,ཡབ་རྒྱལ་པོ,NULL,NULL,3,NULL,1
2165,ཡུན,NULL,NULL,3,NULL,1
2166,རང་ཡུལ,NULL,NULL,3,NULL,1
2167,རིགས་ངན,NULL,NULL,3,NULL,1
2168,རེད་ཀོ,NULL,NULL,3,NULL,1
2169,རྟོགས་པ,NULL,NULL,3,NULL,1
2170,རྫིག་པོ,NULL,NULL,3,NULL,1
2171,རླངས་འཁོར,NULL,NULL,3,NULL,1
2172,ལས་སླ་བོ,NULL,NULL,3,NULL,1
2173,ལྟས་ངན,NULL,NULL,3,NULL,1
2174,ལྟེ་གནས,NULL,NULL,3,NULL,1
2175,ལྷམ་གོག,NULL,NULL,3,NULL,1
2176,ཤིང་ཁང,NULL,NULL,3,NULL,1
2177,ཤིང་ཏོག,NULL,NULL,3,NULL,1
2178,ཤིང་ནགས,NULL,NULL,3,NULL,1
2179,སི་པན,NULL,NULL,3,NULL,1
2180,སེམས་སུ,NULL,NULL,3,NULL,1
2181,སོང་ངོ,NULL,NULL,3,NULL,1
2182,སོང་བས,NULL,NULL,3,NULL,1
2183,སྐད་སྒྲ,NULL,NULL,3,NULL,1
2184,སྐམ་པ,NULL,NULL,3,NULL,1
2185,སྐྱིད,NULL,NULL,3,NULL,1
2186,སྐྱེ་བོ,NULL,NULL,3,NULL,1
2187,སྒྲིག་ཁྲིམས,NULL,NULL,3,NULL,1
2188,སྟུག་པོ,NULL,NULL,3,NULL,1
2189,སྟོང་ཕྲག,NULL,NULL,3,NULL,1
2190,སྡུད་ལེན,NULL,NULL,3,NULL,1
2191,སྣང,NULL,NULL,3,NULL,1
2192,སྣེ,NULL,NULL,3,NULL,1
2193,སྤར,NULL,NULL,3,NULL,1
2194,སྤུན,NULL,NULL,3,NULL,1
2195,སྤེལ,NULL,NULL,3,NULL,1
2196,སློབ་ཆེན,NULL,NULL,3,NULL,1
2197,ཧང་སང་ཡ,NULL,NULL,3,NULL,1
2198,ཨ་བྲ,NULL,NULL,3,NULL,1
2199,ཀོ་བ,NULL,NULL,3,NULL,1
2200,ཀླད་པ,NULL,NULL,3,NULL,1
2201,ཀླུ་རྒྱལ,NULL,NULL,3,NULL,1
2202,ཁང,NULL,NULL,3,NULL,1
2203,ཁང་བ,NULL,NULL,3,NULL,1
2204,ཁས,NULL,NULL,3,NULL,1
2205,གཅིག་པ་གཅིག་རྐྱང,NULL,NULL,3,NULL,1
2206,གཉེན་སྟོན,NULL,NULL,3,NULL,1
2207,གན,NULL,NULL,3,NULL,1
2208,གནས་ཚད,NULL,NULL,3,NULL,1
2209,གནས་ལུགས,NULL,NULL,3,NULL,1
2210,གནས་སྐབས,NULL,NULL,3,NULL,1
2211,གཞུས,NULL,NULL,3,NULL,1
2212,གཡུགས,NULL,NULL,3,NULL,1
2213,གལ་ཆེ་ཤོས,NULL,NULL,3,NULL,1
2214,གསོ,NULL,NULL,3,NULL,1
2215,གསོན་པོ,NULL,NULL,3,NULL,1
2216,གེ་སར,NULL,NULL,3,NULL,1
2217,གོ་འཕང,NULL,NULL,3,NULL,1
2218,གོང་འཕེལ,NULL,NULL,3,NULL,1
2219,གྱུར་ཏོ,NULL,NULL,3,NULL,1
2220,གྲུབ,NULL,NULL,3,NULL,1
2221,ངན,NULL,NULL,3,NULL,1
2222,ཆར་བ,NULL,NULL,3,NULL,1
2223,ཆུ་ཤེལ,NULL,NULL,3,NULL,1
2224,ཉལ་བ,NULL,NULL,3,NULL,1
2225,ཉིན་རྒྱུན,NULL,NULL,3,NULL,1
2226,ཉེན་རྟོག་པ,NULL,NULL,3,NULL,1
2227,ཏིང་ཏིང,NULL,NULL,3,NULL,1
2228,ཐོངས,NULL,NULL,3,NULL,1
2229,ཐོན་དུས,NULL,NULL,3,NULL,1
2230,ཐོན་པ་ན,NULL,NULL,3,NULL,1
2231,དཀར,NULL,NULL,3,NULL,1
2232,དགའ་ལྡན,NULL,NULL,3,NULL,1
2233,དགུ་པ,NULL,NULL,3,NULL,1
2234,དགོང,NULL,NULL,3,NULL,1
2235,དགོས་མཁོ,NULL,NULL,3,NULL,1
2236,དང་ལེན,NULL,NULL,3,NULL,1
2237,དཔེ་གལ་ཆེན་པོ,NULL,NULL,3,NULL,1
2238,དཔྱད་པ,NULL,NULL,3,NULL,1
2239,དུས་དེབ,NULL,NULL,3,NULL,1
2240,ཕུ,NULL,NULL,3,NULL,1
2241,ཕྱོགས་བཞི,NULL,NULL,3,NULL,1
2242,བགོས,NULL,NULL,3,NULL,1
2243,བཅག,NULL,NULL,3,NULL,1
2244,བཅུ་དྲུག,NULL,NULL,3,NULL,1
2245,བཙོས,NULL,NULL,3,NULL,1
2246,བཞེངས,NULL,NULL,3,NULL,1
2247,བཟང་བ,NULL,NULL,3,NULL,1
2248,བརྒྱབས,NULL,NULL,3,NULL,1
2249,བརྗེས,NULL,NULL,3,NULL,1
2250,བརྟག,NULL,NULL,3,NULL,1
2251,བལྟ་ཙམ,NULL,NULL,3,NULL,1
2252,བཤམས,NULL,NULL,3,NULL,1
2253,བསུས,NULL,NULL,3,NULL,1
2254,བསྐྱབས་པ,NULL,NULL,3,NULL,1
2255,བསྲེགས,NULL,NULL,3,NULL,1
2256,བྱ་དགོས,NULL,NULL,3,NULL,1
2257,བྱམས་བརྩེ,NULL,NULL,3,NULL,1
2258,བྱས་རྗེས,NULL,NULL,3,NULL,1
2259,བྱེད་ཉན,NULL,NULL,3,NULL,1
2260,བྲོ,NULL,NULL,3,NULL,1
2261,མང་ཙམ,NULL,NULL,3,NULL,1
2262,མཐའ་དག,NULL,NULL,3,NULL,1
2263,མཐོ་སློབ,NULL,NULL,3,NULL,1
2264,མཐོང་དུས,NULL,NULL,3,NULL,1
2265,མདའ་མོ,NULL,NULL,3,NULL,1
2266,མཱེ་རི,NULL,NULL,3,NULL,1
2267,མི་རུང,NULL,NULL,3,NULL,1
2268,ཚོང་པ,NULL,NULL,3,NULL,1
2269,ཝ་ཡེ,NULL,NULL,3,NULL,1
2270,ཞབས་ཞུ,NULL,NULL,3,NULL,1
2271,ཞུས་ན,NULL,NULL,3,NULL,1
2272,ཞེད་སྣང,NULL,NULL,3,NULL,1
2273,ཟགས,NULL,NULL,3,NULL,1
2274,འཁྲབ་གཞུང,NULL,NULL,3,NULL,1
2275,འཁྲབ་པ,NULL,NULL,3,NULL,1
2276,འགན་ཁུར,NULL,NULL,3,NULL,1
2277,འཆང,NULL,NULL,3,NULL,1
2278,འཇོལ་མོ,NULL,NULL,3,NULL,1
2279,འདི་ལྟ་བུ,NULL,NULL,3,NULL,1
2280,འཕགས་མཆོག,NULL,NULL,3,NULL,1
2281,འབྱུང,NULL,NULL,3,NULL,1
2282,ཡ་མ་གཟུགས,NULL,NULL,3,NULL,1
2283,ཡིད་དུ་འོང་བ,NULL,NULL,3,NULL,1
2284,ཡིབ,NULL,NULL,3,NULL,1
2285,རག་ན,NULL,NULL,3,NULL,1
2286,རས་ཕད,NULL,NULL,3,NULL,1
2287,རེག,NULL,NULL,3,NULL,1
2288,རྐང,NULL,NULL,3,NULL,1
2289,རྐྱང,NULL,NULL,3,NULL,1
2290,རྒྱལ་རབས,NULL,NULL,3,NULL,1
2291,རྒྱུ་མ,NULL,NULL,3,NULL,1
2292,རྔ,NULL,NULL,3,NULL,1
2293,རྔན་པ,NULL,NULL,3,NULL,1
2294,རྟོགས,NULL,NULL,3,NULL,1
2295,རྟོགས་བརྗོད,NULL,NULL,3,NULL,1
2296,རྩལ,NULL,NULL,3,NULL,1
2297,ལས་རྒྱུ་འབྲས,NULL,NULL,3,NULL,1
2298,ལོ་ངོ,NULL,NULL,3,NULL,1
2299,ལྷག་མ,NULL,NULL,3,NULL,1
2300,སུས,NULL,NULL,3,NULL,1
2301,སྐམ,NULL,NULL,3,NULL,1
2302,སྐྱོ་བ,NULL,NULL,3,NULL,1
2303,སྐྱོ་བོ,NULL,NULL,3,NULL,1
2304,སྐྱོར,NULL,NULL,3,NULL,1
2305,སྒོ་འགྲམ,NULL,NULL,3,NULL,1
2306,སྔོན་འགྲོ,NULL,NULL,3,NULL,1
2307,སྣུམ,NULL,NULL,3,NULL,1
2308,སྤོ,NULL,NULL,3,NULL,1
2309,སྤྱང་གྲུང,NULL,NULL,3,NULL,1
2310,སྤྱོད,NULL,NULL,3,NULL,1
2311,སྤྲང་བོ,NULL,NULL,3,NULL,1
2312,སྦྱངས་པ,NULL,NULL,3,NULL,1
2313,སྦྱིན,NULL,NULL,3,NULL,1
2314,སྦྱོང་ཡ,NULL,NULL,3,NULL,1
2315,སྨྱོན་པ,NULL,NULL,3,NULL,1
2316,ཧྲིལ་པོ,NULL,NULL,3,NULL,1
2317,ཨ་མདོ,NULL,NULL,3,NULL,1
2318,ཨོ་ཅུད,NULL,NULL,3,NULL,1
2319,ཁད,NULL,NULL,3,NULL,1
2320,ཁམས,NULL,NULL,3,NULL,1
2321,ཁྱི་རྒན,NULL,NULL,3,NULL,1
2322,ཁྲོ་གཏུམ,NULL,NULL,3,NULL,1
2323,གཏོར,NULL,NULL,3,NULL,1
2324,གནངས་ཉིན,NULL,NULL,3,NULL,1
2325,གཞུག་གུ,NULL,NULL,3,NULL,1
2326,གཟའ་ཉི་མ,NULL,NULL,3,NULL,1
2327,གཡས,NULL,NULL,3,NULL,1
2328,གཤམ,NULL,NULL,3,NULL,1
2329,གསོལ,NULL,NULL,3,NULL,1
2330,གོང་ཚད,NULL,NULL,3,NULL,1
2331,གོང་ས,NULL,NULL,3,NULL,1
2332,གྲུ་དཔོན,NULL,NULL,3,NULL,1
2333,གྲོགས་མོ,NULL,NULL,3,NULL,1
2334,གྲོངས་པ,NULL,NULL,3,NULL,1
2335,ཆོས་ཚོགས,NULL,NULL,3,NULL,1
2336,ཇི་འདྲ,NULL,NULL,3,NULL,1
2337,ཇོ,NULL,NULL,3,NULL,1
2338,ཉི་འོད,NULL,NULL,3,NULL,1
2339,ཉིན་གཉིས་པ,NULL,NULL,3,NULL,1
2340,ཉུང,NULL,NULL,3,NULL,1
2341,ཉེ་འགྲམ,NULL,NULL,3,NULL,1
2342,ཐལ་མོ,NULL,NULL,3,NULL,1
2343,ཐུགས་རྗེ,NULL,NULL,3,NULL,1
2344,ཐུང་ཐུང,NULL,NULL,3,NULL,1
2345,དཀའ་ཁག,NULL,NULL,3,NULL,1
2346,དགུན་ཁ,NULL,NULL,3,NULL,1
2347,དཔལ་འབྱོར,NULL,NULL,3,NULL,1
2348,དཔུང,NULL,NULL,3,NULL,1
2349,དབྱར་གནས,NULL,NULL,3,NULL,1
2350,དུད་འགྲོ,NULL,NULL,3,NULL,1
2351,དེར་བརྟེན,NULL,NULL,3,NULL,1
2352,དོན་ཚན,NULL,NULL,3,NULL,1
2353,ནད་པ,NULL,NULL,3,NULL,1
2354,ནུབ་ཕྱོགས,NULL,NULL,3,NULL,1
2355,ནོར་ལུག,NULL,NULL,3,NULL,1
2356,ཕལ་བ,NULL,NULL,3,NULL,1
2357,ཕྲ་མོ,NULL,NULL,3,NULL,1
2358,ཕྲིས,NULL,NULL,3,NULL,1
2359,བཀྲུ,NULL,NULL,3,NULL,1
2360,བང་མཛོད,NULL,NULL,3,NULL,1
2361,བདུད་རྒན,NULL,NULL,3,NULL,1
2362,བདུན་ཅུ,NULL,NULL,3,NULL,1
2363,བདེ,NULL,NULL,3,NULL,1
2364,བཞུད,NULL,NULL,3,NULL,1
2365,བཞུར,NULL,NULL,3,NULL,1
2366,བཟའ་མོ,NULL,NULL,3,NULL,1
2367,བཟོ་མཁན,NULL,NULL,3,NULL,1
2368,བརྒྱད་ཅུ,NULL,NULL,3,NULL,1
2369,བརྒྱུགས,NULL,NULL,3,NULL,1
2370,བཤད་མཁན,NULL,NULL,3,NULL,1
2371,བཤད་སྟངས,NULL,NULL,3,NULL,1
2372,བཤུས,NULL,NULL,3,NULL,1
2373,བསུ,NULL,NULL,3,NULL,1
2374,བསྐང་གསོལ,NULL,NULL,3,NULL,1
2375,བསྐྱུར,NULL,NULL,3,NULL,1
2376,བསྒྲུབས་པ,NULL,NULL,3,NULL,1
2377,བསྡད་མཁན,NULL,NULL,3,NULL,1
2378,བསྲུང,NULL,NULL,3,NULL,1
2379,བསླེབས,NULL,NULL,3,NULL,1
2380,བྱང་ཆུབ,NULL,NULL,3,NULL,1
2381,བྱས་སོ,NULL,NULL,3,NULL,1
2382,བྱིན་རླབས,NULL,NULL,3,NULL,1
2383,བྱིའུ,NULL,NULL,3,NULL,1
2384,བྲང་ཁུག་ཅན,NULL,NULL,3,NULL,1
2385,བྲོས་པ,NULL,NULL,3,NULL,1
2386,བླུགས་པ,NULL,NULL,3,NULL,1
2387,མ་བྱས་ན,NULL,NULL,3,NULL,1
2388,མ་རྒན,NULL,NULL,3,NULL,1
2389,མགྱོགས,NULL,NULL,3,NULL,1
2390,མཐོ་པོ,NULL,NULL,3,NULL,1
2391,མཚོ་སྔོན,NULL,NULL,3,NULL,1
2392,མི་སྲིད་པ,NULL,NULL,3,NULL,1
2393,མུན་པ,NULL,NULL,3,NULL,1
2394,མེ་ཤིང,NULL,NULL,3,NULL,1
2395,ཚང་བ,NULL,NULL,3,NULL,1
2396,ཞོགས་ཀ,NULL,NULL,3,NULL,1
2397,ཟས་རིགས,NULL,NULL,3,NULL,1
2398,ཟི་ལིང,NULL,NULL,3,NULL,1
2399,ཟོན་ཐར་རྒྱལ,NULL,NULL,3,NULL,1
2400,འཁྱུག,NULL,NULL,3,NULL,1
2401,འགུལ,NULL,NULL,3,NULL,1
2402,འགྲེམ་སྟོན,NULL,NULL,3,NULL,1
2403,འགྲེལ་བ,NULL,NULL,3,NULL,1
2404,འཇམ་དབྱངས,NULL,NULL,3,NULL,1
2405,འཇིགས་པ,NULL,NULL,3,NULL,1
2406,འདི་གཉིས,NULL,NULL,3,NULL,1
2407,འདུལ,NULL,NULL,3,NULL,1
2408,འཕྱེ་བ,NULL,NULL,3,NULL,1
2409,འཕྲོག,NULL,NULL,3,NULL,1
2410,འཕྲོག་པ,NULL,NULL,3,NULL,1
2411,ཡང་མིན་ན,NULL,NULL,3,NULL,1
2412,ཡིན་ནམ,NULL,NULL,3,NULL,1
2413,ཡིན་རུང,NULL,NULL,3,NULL,1
2414,ཡོད་མཁན,NULL,NULL,3,NULL,1
2415,རིམ་བྱོན,NULL,NULL,3,NULL,1
2416,རུང་བ,NULL,NULL,3,NULL,1
2417,རེད་ར,NULL,NULL,3,NULL,1
2418,རེབ་གོང,NULL,NULL,3,NULL,1
2419,རྒྱལ་པོའི་ཕོ་བྲང,NULL,NULL,3,NULL,1
2420,རྨ་བྱ,NULL,NULL,3,NULL,1
2421,རྩེད,NULL,NULL,3,NULL,1
2422,ལ་ཕུག,NULL,NULL,3,NULL,1
2423,ལས་སྣེ,NULL,NULL,3,NULL,1
2424,ལིན་ཊཱ,NULL,NULL,3,NULL,1
2425,ལྔ་སྟོང,NULL,NULL,3,NULL,1
2426,སངས,NULL,NULL,3,NULL,1
2427,སྒ,NULL,NULL,3,NULL,1
2428,སྒེར,NULL,NULL,3,NULL,1
2429,སྒྲིག,NULL,NULL,3,NULL,1
2430,སྟོང,NULL,NULL,3,NULL,1
2431,སྟོད,NULL,NULL,3,NULL,1
2432,སྣེ་ལེན,NULL,NULL,3,NULL,1
2433,སྤུ་ཙམ,NULL,NULL,3,NULL,1
2434,སྤྱང་པོ,NULL,NULL,3,NULL,1
2435,སྤྲེལ་རྒན,NULL,NULL,3,NULL,1
2436,ཨ་ཤང,NULL,NULL,3,NULL,1
2437,ཁེར་རྐྱང,NULL,NULL,3,NULL,1
2438,ཁྱིམ་མི,NULL,NULL,3,NULL,1
2439,ཁྱུར་མིད,NULL,NULL,3,NULL,1
2440,ཁྲོམ,NULL,NULL,3,NULL,1
2441,གཏན་ནས་མེད,NULL,NULL,3,NULL,1
2442,གདན་འདྲེན,NULL,NULL,3,NULL,1
2443,གདམས,NULL,NULL,3,NULL,1
2444,གདམས་པ,NULL,NULL,3,NULL,1
2445,གཟན་ཤམ,NULL,NULL,3,NULL,1
2446,གཤེགས་མཁན,NULL,NULL,3,NULL,1
2447,གསེར་སྒོར,NULL,NULL,3,NULL,1
2448,གསོག,NULL,NULL,3,NULL,1
2449,གུར,NULL,NULL,3,NULL,1
2450,གྱང,NULL,NULL,3,NULL,1
2451,ངོ་གདོང,NULL,NULL,3,NULL,1
2452,ཅི་ཟེར,NULL,NULL,3,NULL,1
2453,ཅོག་ཙེ,NULL,NULL,3,NULL,1
2454,ཆགས་དུས,NULL,NULL,3,NULL,1
2455,ཆང་ས,NULL,NULL,3,NULL,1
2456,ཆོས་པ,NULL,NULL,3,NULL,1
2457,ཇི་ཙམ,NULL,NULL,3,NULL,1
2458,ཐང་ཀ,NULL,NULL,3,NULL,1
2459,ད་ག་ནང་བཞིན,NULL,NULL,3,NULL,1
2460,ད་ནས་བཟུང,NULL,NULL,3,NULL,1
2461,དགེ་བསྙེན,NULL,NULL,3,NULL,1
2462,དངོས་འབྲེལ,NULL,NULL,3,NULL,1
2463,དངོས་ཡོད་གནས་ཚུལ,NULL,NULL,3,NULL,1
2464,དཔའ་བོ,NULL,NULL,3,NULL,1
2465,དཔེར་ཆ་བཞག་ན,NULL,NULL,3,NULL,1
2466,དམར་ཆེན,NULL,NULL,3,NULL,1
2467,དེ་གྲས་དེ,NULL,NULL,3,NULL,1
2468,དེ་ནང་བཞིན,NULL,NULL,3,NULL,1
2469,དེ་ཚོས,NULL,NULL,3,NULL,1
2470,དེང,NULL,NULL,3,NULL,1
2471,དོང་ཁ,NULL,NULL,3,NULL,1
2472,དྲ་ཐོག,NULL,NULL,3,NULL,1
2473,དྲི་མ,NULL,NULL,3,NULL,1
2474,དྲིན,NULL,NULL,3,NULL,1
2475,ན་ཆུང,NULL,NULL,3,NULL,1
2476,པུར་སྒམ,NULL,NULL,3,NULL,1
2477,པེ་ཅིང,NULL,NULL,3,NULL,1
2478,ཕ་བུ,NULL,NULL,3,NULL,1
2479,ཕག་ཕྲུག,NULL,NULL,3,NULL,1
2480,ཕར་ཕྱིན,NULL,NULL,3,NULL,1
2481,ཕུལ་བྱུང,NULL,NULL,3,NULL,1
2482,ཕུལ་ཡ,NULL,NULL,3,NULL,1
2483,ཕེབས་དུས,NULL,NULL,3,NULL,1
2484,ཕྱིན་ཆད,NULL,NULL,3,NULL,1
2485,ཕྲད,NULL,NULL,3,NULL,1
2486,བཏགས་པ,NULL,NULL,3,NULL,1
2487,བདག་ཉིད,NULL,NULL,3,NULL,1
2488,བཙན་པོ,NULL,NULL,3,NULL,1
2489,བཙལ་བ,NULL,NULL,3,NULL,1
2490,བཟོ་བ,NULL,NULL,3,NULL,1
2491,བཟོ་ས,NULL,NULL,3,NULL,1
2492,བར་རོལ,NULL,NULL,3,NULL,1
2493,བརྒྱ་བོ,NULL,NULL,3,NULL,1
2494,བརྗེད་པ,NULL,NULL,3,NULL,1
2495,བརྩེ་དུང,NULL,NULL,3,NULL,1
2496,བཤགས,NULL,NULL,3,NULL,1
2497,བསམ་བཞིན,NULL,NULL,3,NULL,1
2498,བསྐྱལ་བ,NULL,NULL,3,NULL,1
2499,བསྒུགས,NULL,NULL,3,NULL,1
2500,བྱི་བ་དབྱིག་ལྡན,NULL,NULL,3,NULL,1
2501,བྱིན་པ,NULL,NULL,3,NULL,1
2502,བློ་སྦྱོང,NULL,NULL,3,NULL,1
2503,མ་མྱོང,NULL,NULL,3,NULL,1
2504,མ་ལག,NULL,NULL,3,NULL,1
2505,མཇལ་བ,NULL,NULL,3,NULL,1
2506,མཐ,NULL,NULL,3,NULL,1
2507,མཚོ་མོ,NULL,NULL,3,NULL,1
2508,མི་དགེ་བ,NULL,NULL,3,NULL,1
2509,མི་འདྲ,NULL,NULL,3,NULL,1
2510,མི་ཡོང,NULL,NULL,3,NULL,1
2511,མིན་པས,NULL,NULL,3,NULL,1
2512,ཚུད,NULL,NULL,3,NULL,1
2513,ཚེ་སྲོག,NULL,NULL,3,NULL,1
2514,ཞྭ་མོ,NULL,NULL,3,NULL,1
2515,ཟངས,NULL,NULL,3,NULL,1
2516,འཇིག་རྟེན་པ,NULL,NULL,3,NULL,1
2517,འཐད་པ,NULL,NULL,3,NULL,1
2518,འཐུས་ཤོར,NULL,NULL,3,NULL,1
2519,འཐེན་པ,NULL,NULL,3,NULL,1
2520,འདས,NULL,NULL,3,NULL,1
2521,འཕགས་སྐྱེས་པོ,NULL,NULL,3,NULL,1
2522,འཕངས་པ,NULL,NULL,3,NULL,1
2523,འབྱར,NULL,NULL,3,NULL,1
