id,text,pos,lemma,level,sense,type
1060,བྱེད་དགོས,NULL,NULL,3,NULL,1
1061,མེད་ཀྱོག,NULL,NULL,3,NULL,1
1062,མེད་པར,NULL,NULL,3,NULL,1
1063,མྱུར,NULL,NULL,3,NULL,1
1064,ཝ,NULL,NULL,3,NULL,1
1065,འགྱུར,NULL,NULL,3,NULL,1
1066,འགྲོ་དགོས,NULL,NULL,3,NULL,1
1067,འགྲོ་ས,NULL,NULL,3,NULL,1
1068,འདི་དག,NULL,NULL,3,NULL,1
1069,འབུ,NULL,NULL,3,NULL,1
1070,འཚོལ་བ,NULL,NULL,3,NULL,1
1071,འཛམ་གླིང,NULL,NULL,3,NULL,1
1072,འོ་མ,NULL,NULL,3,NULL,1
1073,ཡང་དག་པ,NULL,NULL,3,NULL,1
1074,ཡབ་ཡུམ,NULL,NULL,3,NULL,1
1075,རེད་བས,NULL,NULL,3,NULL,1
1076,རྨོ་བོ,NULL,NULL,3,NULL,1
1077,ལྡེ་མིག,NULL,NULL,3,NULL,1
1078,སམ,NULL,NULL,3,NULL,1
1079,སྒྲིག་འཛུགས,NULL,NULL,3,NULL,1
1080,སྤྲུལ་སྐུ,NULL,NULL,3,NULL,1
1081,ཨ་ཙི,NULL,NULL,3,NULL,1
1082,ཁུག,NULL,NULL,3,NULL,1
1083,གཏུབ,NULL,NULL,3,NULL,1
1084,གཏོང་བ,NULL,NULL,3,NULL,1
1085,གནམ་གཤིས,NULL,NULL,3,NULL,1
1086,གསལ་བོ,NULL,NULL,3,NULL,1
1087,ངན་པ,NULL,NULL,3,NULL,1
1088,ངེས་འབྱུང,NULL,NULL,3,NULL,1
1089,ཇི་བཞིན,NULL,NULL,3,NULL,1
1090,ཉིན་མོ,NULL,NULL,3,NULL,1
1091,ད་ག,NULL,NULL,3,NULL,1
1092,དགེ་བསྐོས,NULL,NULL,3,NULL,1
1093,དུག,NULL,NULL,3,NULL,1
1094,དེ་བཞིན་གཤེགས་པ,NULL,NULL,3,NULL,1
1095,དེ་མ་གཏོགས,NULL,NULL,3,NULL,1
1096,ནང་བསྟན,NULL,NULL,3,NULL,1
1097,ནད,NULL,NULL,3,NULL,1
1098,བརྒྱབ་ན,NULL,NULL,3,NULL,1
1099,ཚོགས་འདུ,NULL,NULL,3,NULL,1
1100,འདི་ལྟར,NULL,NULL,3,NULL,1
1101,འདེབས,NULL,NULL,3,NULL,1
1102,འཚོགས,NULL,NULL,3,NULL,1
1103,ཡིག་གཟུགས,NULL,NULL,3,NULL,1
1104,རྩོད་གཞི,NULL,NULL,3,NULL,1
1105,ལུང་པ,NULL,NULL,3,NULL,1
1106,ལེན་པ,NULL,NULL,3,NULL,1
1107,ལེན་ཡ,NULL,NULL,3,NULL,1
1108,ལྷ་མོ,NULL,NULL,3,NULL,1
1109,སུམ་ཅུ,NULL,NULL,3,NULL,1
1110,སྒུག,NULL,NULL,3,NULL,1
1111,སྤྲོ་བ,NULL,NULL,3,NULL,1
1112,སྦྱང,NULL,NULL,3,NULL,1
1113,སྲོལ་རྒྱུན,NULL,NULL,3,NULL,1
1114,ཨ་རག,NULL,NULL,3,NULL,1
1115,གཉིད་ཁུག,NULL,NULL,3,NULL,1
1116,གཙོད,NULL,NULL,3,NULL,1
1117,གཡར,NULL,NULL,3,NULL,1
1118,གསལ་བ,NULL,NULL,3,NULL,1
1119,གསུང་ཆོས,NULL,NULL,3,NULL,1
1120,ཏན་ཏན,NULL,NULL,3,NULL,1
1121,ཐལ,NULL,NULL,3,NULL,1
1122,དམ་པོ,NULL,NULL,3,NULL,1
1123,བཤགས་པ,NULL,NULL,3,NULL,1
1124,བྱེའུ,NULL,NULL,3,NULL,1
1125,མ་བྱུང་བ,NULL,NULL,3,NULL,1
1126,མཁྱེན,NULL,NULL,3,NULL,1
1127,ཞིག་ན,NULL,NULL,3,NULL,1
1128,ཟ་མ,NULL,NULL,3,NULL,1
1129,འམ,NULL,NULL,3,NULL,1
1130,རང་རང,NULL,NULL,3,NULL,1
1131,རྩེ,NULL,NULL,3,NULL,1
1132,སྐུ་ཤོགས,NULL,NULL,3,NULL,1
1133,སྐྲག་མོ,NULL,NULL,3,NULL,1
1134,སྡོང་པོ,NULL,NULL,3,NULL,1
1135,སྣང་བ,NULL,NULL,3,NULL,1
1136,སྨན་པ,NULL,NULL,3,NULL,1
1137,ཁ་ཐུག,NULL,NULL,3,NULL,1
1138,ཁ་ཟས,NULL,NULL,3,NULL,1
1139,ག་འདྲ་སེ,NULL,NULL,3,NULL,1
1140,གནོད་པ,NULL,NULL,3,NULL,1
1141,གོམས་གཤིས,NULL,NULL,3,NULL,1
1142,གྲས,NULL,NULL,3,NULL,1
1143,ངོས,NULL,NULL,3,NULL,1
1144,ཆ་རྐྱེན,NULL,NULL,3,NULL,1
1145,ཆེ་ཤོས,NULL,NULL,3,NULL,1
1146,ཉ་པ,NULL,NULL,3,NULL,1
1147,ཐོ,NULL,NULL,3,NULL,1
1148,ད་གཟོད,NULL,NULL,3,NULL,1
1149,ད་རེས,NULL,NULL,3,NULL,1
1150,དེ་མ་ཐག,NULL,NULL,3,NULL,1
1151,དོང,NULL,NULL,3,NULL,1
1152,དྲུག་པ,NULL,NULL,3,NULL,1
1153,བསྟེན,NULL,NULL,3,NULL,1
1154,བུད་ཤིང,NULL,NULL,3,NULL,1
1155,བྱ་དགའ,NULL,NULL,3,NULL,1
1156,བྱས་དུས,NULL,NULL,3,NULL,1
1157,བླུག,NULL,NULL,3,NULL,1
1158,མ་ཐུབ,NULL,NULL,3,NULL,1
1159,མ་ཤེས་པ,NULL,NULL,3,NULL,1
1160,མི་ཤེས་པ,NULL,NULL,3,NULL,1
1161,ཚན་རིག,NULL,NULL,3,NULL,1
1162,ཡིག་རྩལ,NULL,NULL,3,NULL,1
1163,རང་ཁྱིམ,NULL,NULL,3,NULL,1
1164,ལམ་ཁ,NULL,NULL,3,NULL,1
1165,ལོ་མ,NULL,NULL,3,NULL,1
1166,སོང་ཙང,NULL,NULL,3,NULL,1
1167,སྐབས་སུ,NULL,NULL,3,NULL,1
1168,སྟོབས་ཤུགས,NULL,NULL,3,NULL,1
1169,སྨན,NULL,NULL,3,NULL,1
1170,གཅེན་པོ,NULL,NULL,3,NULL,1
1171,གཏོང་ཡ,NULL,NULL,3,NULL,1
1172,གསོད་པ,NULL,NULL,3,NULL,1
1173,ངེད,NULL,NULL,3,NULL,1
1174,ཆ་ནས,NULL,NULL,3,NULL,1
1175,ཆགས་པ,NULL,NULL,3,NULL,1
1176,ཉིན་རེ,NULL,NULL,3,NULL,1
1177,ཉེས་པ,NULL,NULL,3,NULL,1
1178,དུང,NULL,NULL,3,NULL,1
1179,དྲང་མོ,NULL,NULL,3,NULL,1
1180,དྲེད་མོ,NULL,NULL,3,NULL,1
1181,ཕ་ཡུལ,NULL,NULL,3,NULL,1
1182,ཕྱི་དྲོ,NULL,NULL,3,NULL,1
1183,བཏང་ན,NULL,NULL,3,NULL,1
1184,བཙན་བྱོལ,NULL,NULL,3,NULL,1
1185,མི་འདུག་ད,NULL,NULL,3,NULL,1
1186,ཚོར,NULL,NULL,3,NULL,1
1187,རིམ་བཞིན,NULL,NULL,3,NULL,1
1188,རྒྱས་པ,NULL,NULL,3,NULL,1
1189,སངས་རྒྱས་པ,NULL,NULL,3,NULL,1
1190,སྐམ་པོ,NULL,NULL,3,NULL,1
1191,སྟོང་པ,NULL,NULL,3,NULL,1
1192,ཁོ་ཐག,NULL,NULL,3,NULL,1
1193,ཁྱོད་ཀྱི,NULL,NULL,3,NULL,1
1194,གཟུགས,NULL,NULL,3,NULL,1
1195,གལ་ཡོད་མ་རེད,NULL,NULL,3,NULL,1
1196,གླུ,NULL,NULL,3,NULL,1
1197,ངུ,NULL,NULL,3,NULL,1
1198,ངེས་པར,NULL,NULL,3,NULL,1
1199,ཅུང་ཙམ,NULL,NULL,3,NULL,1
1200,ཆོས་དུང,NULL,NULL,3,NULL,1
1201,ཉིན་གང,NULL,NULL,3,NULL,1
1202,ཐོབ་པ,NULL,NULL,3,NULL,1
1203,དངོས་པོ,NULL,NULL,3,NULL,1
1204,དེ་འདྲ་ཡིན་དུས,NULL,NULL,3,NULL,1
1205,ཕ་རྒན,NULL,NULL,3,NULL,1
1206,བཟང་པོ,NULL,NULL,3,NULL,1
1207,བསམ་བསམ,NULL,NULL,3,NULL,1
1208,བསྡད་དུས,NULL,NULL,3,NULL,1
1209,མཁན,NULL,NULL,3,NULL,1
1210,མཆོད་པ,NULL,NULL,3,NULL,1
1211,མི་ཐུབ,NULL,NULL,3,NULL,1
1212,མིན་ན,NULL,NULL,3,NULL,1
1213,ཙ་ནས,NULL,NULL,3,NULL,1
1214,ཚོང་ཁང,NULL,NULL,3,NULL,1
1215,ཞབས་བྲོ,NULL,NULL,3,NULL,1
1216,འདི་ན,NULL,NULL,3,NULL,1
1217,འུ་གཉིས,NULL,NULL,3,NULL,1
1218,རབ,NULL,NULL,3,NULL,1
1219,རི་བྱ,NULL,NULL,3,NULL,1
1220,རྟགས,NULL,NULL,3,NULL,1
1221,རྨི་ལམ,NULL,NULL,3,NULL,1
1222,རྫུན་མ,NULL,NULL,3,NULL,1
1223,ལོངས,NULL,NULL,3,NULL,1
1224,སྟེར་བ,NULL,NULL,3,NULL,1
1225,སྟོན,NULL,NULL,3,NULL,1
1226,སླར,NULL,NULL,3,NULL,1
1227,ཨའུ་ཙམ,NULL,NULL,3,NULL,1
1228,ཀུན་སློང,NULL,NULL,3,NULL,1
1229,ཁྱིམ་པ,NULL,NULL,3,NULL,1
1230,གཏོང་མཁན,NULL,NULL,3,NULL,1
1231,གནས་པ,NULL,NULL,3,NULL,1
1232,གཡོག་མོ,NULL,NULL,3,NULL,1
1233,གླིང་ཕྲན,NULL,NULL,3,NULL,1
1234,ཆེས,NULL,NULL,3,NULL,1
1235,ཆོས་ར,NULL,NULL,3,NULL,1
1236,ཉར,NULL,NULL,3,NULL,1
1237,ཐག་པ,NULL,NULL,3,NULL,1
1238,ཐབ་ཚང,NULL,NULL,3,NULL,1
1239,དོན་གྲུབ,NULL,NULL,3,NULL,1
1240,དྲང་པོ,NULL,NULL,3,NULL,1
1241,ཕོ་མོ,NULL,NULL,3,NULL,1
1242,བཅས་པ,NULL,NULL,3,NULL,1
1243,བདུད,NULL,NULL,3,NULL,1
1244,བརྒྱ་ཆ,NULL,NULL,3,NULL,1
1245,བཤད་པ་ན,NULL,NULL,3,NULL,1
1246,བསྐྱོད,NULL,NULL,3,NULL,1
1247,མཆོག,NULL,NULL,3,NULL,1
1248,མཚོ,NULL,NULL,3,NULL,1
1249,ཚོང,NULL,NULL,3,NULL,1
1250,འོ་ན,NULL,NULL,3,NULL,1
1251,འོང་བ,NULL,NULL,3,NULL,1
1252,རེད་འདུག་ག,NULL,NULL,3,NULL,1
1253,རྡོ་རྗེ,NULL,NULL,3,NULL,1
1254,རླུང,NULL,NULL,3,NULL,1
1255,སྐུ་མཁྱེན,NULL,NULL,3,NULL,1
1256,ཀིརྟི་ཚང,NULL,NULL,3,NULL,1
1257,ཁུལ,NULL,NULL,3,NULL,1
1258,ཁྱད་ཆོས,NULL,NULL,3,NULL,1
1259,ཁྱིམ་མཚེས,NULL,NULL,3,NULL,1
1260,གཏོང་སྟངས,NULL,NULL,3,NULL,1
1261,གྱུར་བ,NULL,NULL,3,NULL,1
1262,གྲུབ་པ,NULL,NULL,3,NULL,1
1263,ངལ་གསོ,NULL,NULL,3,NULL,1
1264,ངེས་པ,NULL,NULL,3,NULL,1
1265,ཅིའི་ཕྱིར,NULL,NULL,3,NULL,1
1266,ཆང,NULL,NULL,3,NULL,1
1267,ཆེ་ཆུང,NULL,NULL,3,NULL,1
1268,ཉེ་བ,NULL,NULL,3,NULL,1
1269,ཐེབས,NULL,NULL,3,NULL,1
1270,དཀའ་བ,NULL,NULL,3,NULL,1
1271,དགོས་དུས,NULL,NULL,3,NULL,1
1272,དབུས,NULL,NULL,3,NULL,1
1273,དབྱུག་པ,NULL,NULL,3,NULL,1
1274,དེ་བཞིན,NULL,NULL,3,NULL,1
1275,དེ་ཙམ,NULL,NULL,3,NULL,1
1276,དྲག་པོ,NULL,NULL,3,NULL,1
1277,ན་ནིང,NULL,NULL,3,NULL,1
1278,ཕག,NULL,NULL,3,NULL,1
1279,ཕྱི་ལོ,NULL,NULL,3,NULL,1
1280,ཕྱེ,NULL,NULL,3,NULL,1
1281,བཀོད,NULL,NULL,3,NULL,1
1282,བརྒལ,NULL,NULL,3,NULL,1
1283,བརྒྱད,NULL,NULL,3,NULL,1
1284,བརྙན,NULL,NULL,3,NULL,1
1285,བསྒུག,NULL,NULL,3,NULL,1
1286,བུམ་པ,NULL,NULL,3,NULL,1
1287,བྱམས་པ,NULL,NULL,3,NULL,1
1288,བྱི་ལ,NULL,NULL,3,NULL,1
1289,བྱེད་རྒྱུ,NULL,NULL,3,NULL,1
1290,བྲལ་བ,NULL,NULL,3,NULL,1
1291,བློན་ཆེན,NULL,NULL,3,NULL,1
1292,མ་ཡིན,NULL,NULL,3,NULL,1
1293,མག་པ,NULL,NULL,3,NULL,1
1294,མཇུག,NULL,NULL,3,NULL,1
1295,མདའ,NULL,NULL,3,NULL,1
1296,ཞེད,NULL,NULL,3,NULL,1
1297,ཟ་བ,NULL,NULL,3,NULL,1
1298,འགོ,NULL,NULL,3,NULL,1
1299,འདང,NULL,NULL,3,NULL,1
1300,འཕྲུལ་ཆས,NULL,NULL,3,NULL,1
1301,འབོད,NULL,NULL,3,NULL,1
1302,རྒྱ་ནག,NULL,NULL,3,NULL,1
1303,ལུག་རྫི,NULL,NULL,3,NULL,1
1304,སེམས་ཅན་ཆེན་པོ,NULL,NULL,3,NULL,1
1305,སྟ་རེ,NULL,NULL,3,NULL,1
1306,སྟོབས,NULL,NULL,3,NULL,1
1307,སྡོང་བོ,NULL,NULL,3,NULL,1
1308,སྤྱང་རྒན,NULL,NULL,3,NULL,1
1309,སྨན་ཁང,NULL,NULL,3,NULL,1
1310,གཉེན་སྒྲིག,NULL,NULL,3,NULL,1
1311,གཟིགས,NULL,NULL,3,NULL,1
1312,གསོལ་བ,NULL,NULL,3,NULL,1
1313,གྲྭ་ཚང,NULL,NULL,3,NULL,1
1314,ངོས་འཛིན,NULL,NULL,3,NULL,1
1315,ཆོས་ཕྱོགས,NULL,NULL,3,NULL,1
1316,དེའི་སྐོར,NULL,NULL,3,NULL,1
1317,ཕོ་གཞོན,NULL,NULL,3,NULL,1
1318,བཀའ་འདྲི,NULL,NULL,3,NULL,1
1319,བརྒྱད་པ,NULL,NULL,3,NULL,1
1320,བལྟས་པ,NULL,NULL,3,NULL,1
1321,བསྐོར་བ,NULL,NULL,3,NULL,1
1322,བོད་ལྗོངས,NULL,NULL,3,NULL,1
1323,བླངས་པ,NULL,NULL,3,NULL,1
1324,མ་མོ,NULL,NULL,3,NULL,1
1325,མདང་དགོང,NULL,NULL,3,NULL,1
1326,མཛད,NULL,NULL,3,NULL,1
1327,འཁྲབ,NULL,NULL,3,NULL,1
1328,རིགས་ལམ,NULL,NULL,3,NULL,1
1329,རྒྱག་ཡ,NULL,NULL,3,NULL,1
1330,རྒྱུད,NULL,NULL,3,NULL,1
1331,རྒྱུན,NULL,NULL,3,NULL,1
1332,རྙེད་པ,NULL,NULL,3,NULL,1
1333,ལ་ལ,NULL,NULL,3,NULL,1
1334,ལམ་སྟོན,NULL,NULL,3,NULL,1
1335,ལེགས,NULL,NULL,3,NULL,1
1336,ལྷག་པར,NULL,NULL,3,NULL,1
1337,ཤོས,NULL,NULL,3,NULL,1
1338,སྐྱོ,NULL,NULL,3,NULL,1
1339,སྒྲིག་ལམ,NULL,NULL,3,NULL,1
1340,ཁས་བླངས,NULL,NULL,3,NULL,1
1341,ཁྱོ་ག,NULL,NULL,3,NULL,1
1342,ག་རེ་བྱས་ནས,NULL,NULL,3,NULL,1
1343,གཅོད,NULL,NULL,3,NULL,1
1344,གནོད,NULL,NULL,3,NULL,1
1345,གོམ་པ,NULL,NULL,3,NULL,1
1346,གྲི,NULL,NULL,3,NULL,1
1347,གྲོངས,NULL,NULL,3,NULL,1
1348,ཐེངས་གཅིག,NULL,NULL,3,NULL,1
1349,དམ་བཅའ,NULL,NULL,3,NULL,1
1350,དྲ་བ,NULL,NULL,3,NULL,1
1351,དྲུག་ཅུ,NULL,NULL,3,NULL,1
1352,ནུ་བོ,NULL,NULL,3,NULL,1
1353,ཕ་རོལ,NULL,NULL,3,NULL,1
1354,ཕེབས་པ,NULL,NULL,3,NULL,1
1355,ཕོ་ཉ,NULL,NULL,3,NULL,1
1356,ཕྱག་འཚལ,NULL,NULL,3,NULL,1
1357,བུ་ཕྲུག,NULL,NULL,3,NULL,1
1358,བྱ་མོ,NULL,NULL,3,NULL,1
1359,བྲག་ཁུང,NULL,NULL,3,NULL,1
1360,མཚན,NULL,NULL,3,NULL,1
1361,མི་འདུག་པ,NULL,NULL,3,NULL,1
1362,མི་འདྲ་བ,NULL,NULL,3,NULL,1
1363,ཚ,NULL,NULL,3,NULL,1
1364,ཚོང་དཔོན,NULL,NULL,3,NULL,1
1365,འཛིན་པ,NULL,NULL,3,NULL,1
1366,འཛེགས,NULL,NULL,3,NULL,1
1367,ཡ་མཚན,NULL,NULL,3,NULL,1
1368,ཡོད་པའི,NULL,NULL,3,NULL,1
1369,རེད་ཡ,NULL,NULL,3,NULL,1
1370,རྒད་པོ,NULL,NULL,3,NULL,1
1371,རྟགས་གསལ,NULL,NULL,3,NULL,1
1372,ལས་དོན,NULL,NULL,3,NULL,1
1373,ལྷ་ཡུལ,NULL,NULL,3,NULL,1
1374,སྐོར་ལ,NULL,NULL,3,NULL,1
1375,སྔ་པོ,NULL,NULL,3,NULL,1
1376,སློང,NULL,NULL,3,NULL,1
1377,ཁོ་རེ,NULL,NULL,3,NULL,1
1378,ཁྱོ་ཤུག,NULL,NULL,3,NULL,1
1379,གཉིས་པོ,NULL,NULL,3,NULL,1
1380,ཆབ་སྲིད,NULL,NULL,3,NULL,1
1381,ཆུང་དུས,NULL,NULL,3,NULL,1
1382,ཇ་ཁང,NULL,NULL,3,NULL,1
1383,ཐག་རིང,NULL,NULL,3,NULL,1
1384,དམིགས་ཡུལ,NULL,NULL,3,NULL,1
1385,དེ་སྔོན,NULL,NULL,3,NULL,1
1386,དོ,NULL,NULL,3,NULL,1
1387,དྲག,NULL,NULL,3,NULL,1
1388,ཕྱེས,NULL,NULL,3,NULL,1
1389,བཞག་ཡ,NULL,NULL,3,NULL,1
1390,བཞོན,NULL,NULL,3,NULL,1
1391,བརྟན་པོ,NULL,NULL,3,NULL,1
1392,བསམ་ཚུལ,NULL,NULL,3,NULL,1
1393,བསྒྲིགས,NULL,NULL,3,NULL,1
1394,བསླབ,NULL,NULL,3,NULL,1
1395,བསླབ་པ,NULL,NULL,3,NULL,1
1396,མདོག་ཁ་པོ,NULL,NULL,3,NULL,1
1397,མཚོན,NULL,NULL,3,NULL,1
1398,མཛད་སྒོ,NULL,NULL,3,NULL,1
1399,ཚར་དུས,NULL,NULL,3,NULL,1
1400,ཚེ་རིང་དཔལ་ལྡན,NULL,NULL,3,NULL,1
1401,ཞུགས་པ,NULL,NULL,3,NULL,1
1402,འཕེལ,NULL,NULL,3,NULL,1
1403,འཕྲལ,NULL,NULL,3,NULL,1
1404,འབྲི་ཡ,NULL,NULL,3,NULL,1
1405,འཛིན་གྲོགས,NULL,NULL,3,NULL,1
1406,ཡིན་གཅིག་མིན་གཅིག,NULL,NULL,3,NULL,1
1407,རང་དབང,NULL,NULL,3,NULL,1
1408,རེ་ཞིག,NULL,NULL,3,NULL,1
1409,རེའུ,NULL,NULL,3,NULL,1
1410,རྒྱགས་པ,NULL,NULL,3,NULL,1
1411,རྒྱལ་བོ་ཚང,NULL,NULL,3,NULL,1
1412,རྩོམ་པ་པོ,NULL,NULL,3,NULL,1
1413,ལོ་གཅིག,NULL,NULL,3,NULL,1
1414,སོ་སོས,NULL,NULL,3,NULL,1
1415,སྐུ་ཞབས,NULL,NULL,3,NULL,1
1416,སྒོར,NULL,NULL,3,NULL,1
1417,སྒྱུ་རྩལ,NULL,NULL,3,NULL,1
1418,སྟོན་མོ,NULL,NULL,3,NULL,1
1419,སྡེ་ཚན,NULL,NULL,3,NULL,1
1420,སློབ་གཉེར,NULL,NULL,3,NULL,1
1421,ཨ་ཅེ,NULL,NULL,3,NULL,1
1422,ཨོ་ཅུས་མ,NULL,NULL,3,NULL,1
1423,ཁ་ལེབ,NULL,NULL,3,NULL,1
1424,ཁོག,NULL,NULL,3,NULL,1
1425,ཁོང་གི,NULL,NULL,3,NULL,1
1426,གང་ཞིག,NULL,NULL,3,NULL,1
1427,གང་ས,NULL,NULL,3,NULL,1
1428,གཞུག,NULL,NULL,3,NULL,1
1429,གཟུགས་ཀྱི་ཉི་མ,NULL,NULL,3,NULL,1
1430,གོ་རེ,NULL,NULL,3,NULL,1
1431,གླང་བོ་ཆེ,NULL,NULL,3,NULL,1
1432,ཆོད,NULL,NULL,3,NULL,1
1433,ཆོས་ཅན,NULL,NULL,3,NULL,1
1434,ཉིས་བརྒྱ,NULL,NULL,3,NULL,1
1435,ད་ཐེངས,NULL,NULL,3,NULL,1
1436,དཀྱིལ,NULL,NULL,3,NULL,1
1437,དུས་རབས,NULL,NULL,3,NULL,1
1438,དེའི་རྗེས,NULL,NULL,3,NULL,1
1439,ན་ཚ,NULL,NULL,3,NULL,1
1440,བདུན་པ,NULL,NULL,3,NULL,1
1441,བརྟག་དཔྱད,NULL,NULL,3,NULL,1
1442,བལྟ་དུས,NULL,NULL,3,NULL,1
1443,བསྟན་འཛིན,NULL,NULL,3,NULL,1
1444,བྱི་བ,NULL,NULL,3,NULL,1
1445,མཐའ,NULL,NULL,3,NULL,1
1446,མདོག,NULL,NULL,3,NULL,1
1447,མཚོན་ན,NULL,NULL,3,NULL,1
1448,མཚོན་པ,NULL,NULL,3,NULL,1
1449,མི་རིང་བ,NULL,NULL,3,NULL,1
1450,མི་སྣ,NULL,NULL,3,NULL,1
1451,ཚད་གཞི,NULL,NULL,3,NULL,1
1452,ཚོང་བ,NULL,NULL,3,NULL,1
1453,ཝ་སྐྱེས,NULL,NULL,3,NULL,1
1454,ཟ་ཡ,NULL,NULL,3,NULL,1
1455,ཟེར་དུས,NULL,NULL,3,NULL,1
1456,འགན,NULL,NULL,3,NULL,1
1457,འཇལ,NULL,NULL,3,NULL,1
1458,འདུས,NULL,NULL,3,NULL,1
1459,ཡབ,NULL,NULL,3,NULL,1
1460,ཡར་མར,NULL,NULL,3,NULL,1
1461,རྡ་རམ་ས་ལ,NULL,NULL,3,NULL,1
1462,རྡོག་རྡོག,NULL,NULL,3,NULL,1
1463,ལྷག་པར་དུ,NULL,NULL,3,NULL,1
1464,སྐྱབས་འགྲོ,NULL,NULL,3,NULL,1
1465,སྤོ་བོ་ལགས,NULL,NULL,3,NULL,1
1466,སྤྲང་པོ,NULL,NULL,3,NULL,1
1467,སྲས,NULL,NULL,3,NULL,1
1468,ཧྲི་ཆོས,NULL,NULL,3,NULL,1
1469,ཁྱི་ཕྲུག,NULL,NULL,3,NULL,1
1470,ཁྱེའུ,NULL,NULL,3,NULL,1
1471,ཁྲུས,NULL,NULL,3,NULL,1
1472,ག་ལ,NULL,NULL,3,NULL,1
1473,གང་ཟག,NULL,NULL,3,NULL,1
1474,གཏང་ཡ,NULL,NULL,3,NULL,1
1475,གཞས,NULL,NULL,3,NULL,1
1476,གཞུག་གཉིས་ཅན,NULL,NULL,3,NULL,1
1477,གསར་འགྱུར,NULL,NULL,3,NULL,1
1478,གུང་གསེང,NULL,NULL,3,NULL,1
1479,གྲོང་གསེབ,NULL,NULL,3,NULL,1
1480,ཅེས་པ,NULL,NULL,3,NULL,1
1481,ཉམས,NULL,NULL,3,NULL,1
1482,དགའ་བོ,NULL,NULL,3,NULL,1
1483,དགའ་སྤྲོ,NULL,NULL,3,NULL,1
1484,དགོས་བ,NULL,NULL,3,NULL,1
1485,དཔལ,NULL,NULL,3,NULL,1
1486,དུས་ཡུན,NULL,NULL,3,NULL,1
1487,ནང་མི,NULL,NULL,3,NULL,1
1488,པ་ལགས,NULL,NULL,3,NULL,1
1489,ཕྱི་རྒྱལ,NULL,NULL,3,NULL,1
1490,བཀྲུས,NULL,NULL,3,NULL,1
1491,བཏང་པ,NULL,NULL,3,NULL,1
1492,བདུན་ཕྲག,NULL,NULL,3,NULL,1
1493,བཟང,NULL,NULL,3,NULL,1
1494,བརྗོད་པ,NULL,NULL,3,NULL,1
1495,བལྟ་བ,NULL,NULL,3,NULL,1
1496,བསྒྲུབས,NULL,NULL,3,NULL,1
1497,བསྟུན,NULL,NULL,3,NULL,1
1498,བསྡད་ས,NULL,NULL,3,NULL,1
1499,བྱ་ཕྲུག,NULL,NULL,3,NULL,1
1500,མཛེས་པ,NULL,NULL,3,NULL,1
1501,མི་ཆུང,NULL,NULL,3,NULL,1
1502,མི་རྟག་པ,NULL,NULL,3,NULL,1
1503,མིག་གཅིག་མ,NULL,NULL,3,NULL,1
1504,འགྲོ་མཁན,NULL,NULL,3,NULL,1
1505,འདས་པ,NULL,NULL,3,NULL,1
1506,འབུལ,NULL,NULL,3,NULL,1
1507,འུག་པ,NULL,NULL,3,NULL,1
1508,ཡོང་མཁན,NULL,NULL,3,NULL,1
1509,ར་མ,NULL,NULL,3,NULL,1
1510,རིག་གཞུང,NULL,NULL,3,NULL,1
1511,རྐང་བཀྲ,NULL,NULL,3,NULL,1
1512,རྒྱལ་པོའི,NULL,NULL,3,NULL,1
1513,རྙོག་དྲ,NULL,NULL,3,NULL,1
1514,རྨང་གཞི,NULL,NULL,3,NULL,1
1515,ལས་ཁུངས,NULL,NULL,3,NULL,1
1516,ལྔ་པ,NULL,NULL,3,NULL,1
1517,ལྟད་མོ,NULL,NULL,3,NULL,1
1518,ཤུགས་རྐྱེན,NULL,NULL,3,NULL,1
1519,ག་ལེ,NULL,NULL,3,NULL,1
1520,གང་བོ,NULL,NULL,3,NULL,1
1521,གཅན་གཟན,NULL,NULL,3,NULL,1
1522,གཏེ་ལེབ,NULL,NULL,3,NULL,1
1523,གཡས་གཡོན,NULL,NULL,3,NULL,1
1524,ངེས་པར་དུ,NULL,NULL,3,NULL,1
1525,ཅན,NULL,NULL,3,NULL,1
1526,ཐག་གཅོད,NULL,NULL,3,NULL,1
1527,དགུ,NULL,NULL,3,NULL,1
1528,དགོན་སྡེ,NULL,NULL,3,NULL,1
1529,དུག་སློག,NULL,NULL,3,NULL,1
1530,དྲངས,NULL,NULL,3,NULL,1
1531,དྲིན་ལན,NULL,NULL,3,NULL,1
1532,ནགས,NULL,NULL,3,NULL,1
1533,ཕུ་བོ,NULL,NULL,3,NULL,1
1534,ཕྱི་རོལ,NULL,NULL,3,NULL,1
1535,ཕྲན་བུ,NULL,NULL,3,NULL,1
1536,བ་གླང,NULL,NULL,3,NULL,1
1537,བཀག,NULL,NULL,3,NULL,1
1538,བདག་ཅག,NULL,NULL,3,NULL,1
1539,བདེ་པོ,NULL,NULL,3,NULL,1
1540,བཞི་བཅུ,NULL,NULL,3,NULL,1
1541,བརྩམས,NULL,NULL,3,NULL,1
1542,བསམ་ན,NULL,NULL,3,NULL,1
1543,བྱེད་ས,NULL,NULL,3,NULL,1
1544,བྲལ,NULL,NULL,3,NULL,1
1545,མ་ཤེས,NULL,NULL,3,NULL,1
1546,མཆོང,NULL,NULL,3,NULL,1
1547,མཐོ,NULL,NULL,3,NULL,1
1548,ཚ་པོ,NULL,NULL,3,NULL,1
1549,ཞལ་འདེབས,NULL,NULL,3,NULL,1
1550,ཞོན,NULL,NULL,3,NULL,1
